x_m y_m sigma_xx_Pa sigma_xy_Pa sigma_yy_Pa von_mises_Pa sigma_max_principal_Pa sigma_min_principal_Pa sigma_tension_Pa sigma_comp_mag_Pa
1.1085773635e-04 5.8181815422e-05 2.5574345907e+01 -5.5446875792e+00 -2.2248981086e+01 4.2517684966e+01 2.6210279271e+01 -2.2884914450e+01 2.6210279268e+01 2.2884914450e+01
-1.0250625292e-04 1.0971251631e-04 -1.9616946217e+00 7.3572692958e+00 -3.1396289845e+01 2.8496055757e+01 -2.2678677089e-01 -3.3131197696e+01 -9.9293773445e-02 3.3131197696e+01
-1.0359358024e-04 1.1182875716e-04 -3.8407113351e+00 7.5232071256e+00 -3.1074699101e+01 2.6942503806e+01 -1.9024433927e+00 -3.3012967043e+01 2.2369169355e-02 3.3012967043e+01
-1.0198577372e-04 1.1385009446e-04 -5.6246004673e+00 7.3642146528e+00 -3.0904968883e+01 2.5334713861e+01 -3.6377808079e+00 -3.2891788543e+01 -7.3353450029e-03 3.2891788543e+01
-9.9302015716e-05 1.1375082190e-04 -5.6089139669e+00 7.0397264865e+00 -3.1038118327e+01 2.5169142007e+01 -3.7921052340e+00 -3.2854927060e+01 -8.6208536038e-03 3.2854927060e+01
-9.7720496458e-05 1.1578313739e-04 -7.3956172912e+00 6.9216204057e+00 -3.0866005835e+01 2.3593976052e+01 -5.5088231382e+00 -3.2752799988e+01 2.3541500867e-03 3.2752799988e+01
-9.5048284346e-05 1.1569359403e-04 -7.4338234807e+00 6.6039916283e+00 -3.0989353239e+01 2.3383730200e+01 -5.7109854341e+00 -3.2712191286e+01 2.7732728991e-03 3.2712191286e+01
-1.0040150004e-04 1.1579557419e-04 -7.3126147022e+00 7.2303297155e+00 -3.0749416930e+01 2.3846290559e+01 -5.2633535427e+00 -3.2798678089e+01 2.2180762135e-03 3.2798678089e+01
-1.0307238274e-04 1.1588556820e-04 -7.3172397803e+00 7.5343453482e+00 -3.0621924653e+01 2.4030672603e+01 -5.0954669205e+00 -3.2843697513e+01 1.7849987168e-03 3.2843697513e+01
-9.8861323253e-05 1.1800902965e-04 -9.1901308262e+00 7.1365029347e+00 -3.0567990913e+01 2.2255791637e+01 -7.0296735771e+00 -3.2728448162e+01 -5.0992460319e-04 3.2728448162e+01
1.6137804449e-04 1.5381783256e-04 1.0130331355e+00 -4.6473139602e+00 -1.3374795640e+01 1.4832419706e+01 2.3826202580e+00 -1.4744382762e+01 2.4051034539e+00 1.4744382762e+01
3.0460696305e-04 9.2265444721e-05 -3.1581497854e+00 -9.1845893636e+00 -5.5228785856e+00 1.6038035228e+01 4.9190497708e+00 -1.3600078142e+01 4.9190497708e+00 1.3600078142e+01
3.0798958820e-04 8.9151174024e-05 -3.1916635437e+00 -9.3790348504e+00 -5.1496107721e+00 1.6331668351e+01 5.2584559611e+00 -1.3599730277e+01 5.2584559611e+00 1.3599730277e+01
1.1675061421e-04 1.5058806514e-04 -1.9942178867e+00 -1.6995987326e+00 -1.7064026870e+01 1.3383454439e+01 -1.8021813554e+00 -1.7256063402e+01 -1.9140809093e-03 1.7256063428e+01
-3.0475851429e-04 2.1260945398e-05 1.1685579518e+02 5.4481399506e+01 5.1003938828e+00 1.3517563722e+02 1.3902178507e+02 -1.7065596004e+01 1.3902178507e+02 1.7065596004e+01
-2.7123627059e-04 2.2348886839e-05 1.5272132619e+02 5.7792502932e+01 -7.2214751097e+00 1.7089140165e+02 1.7141412229e+02 -2.5914271205e+01 1.7141412229e+02 2.5914271205e+01
-2.3882049425e-04 2.2287268855e-05 1.6070692087e+02 4.8173595568e+01 -2.7391302494e+01 1.8301909199e+02 1.7232393121e+02 -3.9008312839e+01 1.7232393121e+02 3.9008312839e+01
1.1818816816e-04 5.9633422478e-05 2.2032276807e+01 -4.7873421898e+00 -2.2399016069e+01 3.9364614194e+01 2.2543800971e+01 -2.2910540232e+01 2.2543800967e+01 2.2910540232e+01
-2.8473900576e-04 3.8577268196e-05 7.3510878882e+01 4.1999764280e+01 -7.9327529500e-01 9.7119228897e+01 9.2430614741e+01 -1.9713011153e+01 9.2430614741e+01 1.9713011153e+01
-1.0028674622e-04 1.0551582244e-04 1.9531162691e+00 7.0019708841e+00 -3.2083597375e+01 3.1871727471e+01 3.3359098818e+00 -3.3466390987e+01 3.3507885700e+00 3.3466390987e+01
-9.7542496282e-05 1.0542721433e-04 1.9990565658e+00 6.6035823928e+00 -3.2234957851e+01 3.1774992181e+01 3.2273496464e+00 -3.3463250932e+01 3.2494593578e+00 3.3463250932e+01
1.9913610038e-04 1.0396125273e-04 -5.7523784364e+00 -3.3014184781e+00 -1.4365643475e+01 9.3958123237e+00 -4.6343361815e+00 -1.5483685730e+01 -9.3628151649e-07 1.5483685730e+01
1.9571815876e-04 1.0654413572e-04 -5.8809629307e+00 -3.1999536102e+00 -1.4429041093e+01 9.2445768007e+00 -4.8176431072e+00 -1.5492360916e+01 -8.3702460868e-07 1.5492360916e+01
4.5359538516e-05 9.8935301746e-05 9.2714566616e+00 4.3461149109e+00 -2.3325818651e+01 2.9207241956e+01 9.8356280110e+00 -2.3889990000e+01 9.8370442379e+00 2.3889990000e+01
-1.0466666831e-04 1.1395483265e-04 -5.6665377631e+00 7.6808318442e+00 -3.0769343334e+01 2.5483694421e+01 -3.5049227145e+00 -3.2930958382e+01 -4.5552862391e-03 3.2930958382e+01
-1.0566916321e-04 1.1624645823e-04 -7.5688152410e+00 7.8257198161e+00 -3.0466612412e+01 2.4015454606e+01 -5.1523846450e+00 -3.2883043008e+01 7.9438758745e-04 3.2883043008e+01
-1.0373408614e-04 1.1796201242e-04 -8.9976401535e+00 7.6527301316e+00 -3.0369377422e+01 2.2762152769e+01 -6.5417737589e+00 -3.2825243816e+01 -3.6347717843e-04 3.2825243816e+01
-1.0830884896e-04 1.1646451183e-04 -7.7194911534e+00 8.1082208821e+00 -3.0324874423e+01 2.4089288353e+01 -5.1142256727e+00 -3.2930139903e+01 9.7249163973e-05 3.2930139903e+01
-2.2136277001e-04 7.2350140465e-05 1.8945695145e+01 2.8435611474e+01 -2.2778789008e+01 6.1081322433e+01 3.3348771017e+01 -3.7181864880e+01 3.3348771017e+01 3.7181864880e+01
-2.2111526292e-04 7.0116727643e-05 2.3020730294e+01 2.9464148644e+01 -2.2975699597e+01 6.4734934235e+01 3.7397247055e+01 -3.7352216358e+01 3.7397247055e+01 3.7352216358e+01
2.3436344470e-04 1.2281810423e-05 3.8803187138e+01 -1.9529754295e+01 -1.3345983556e+01 5.6426994581e+01 4.5306742302e+01 -1.9849538720e+01 4.5306742303e+01 1.9849538720e+01
1.9631544795e-04 1.5081617235e-04 7.9490679776e-01 -5.8777359795e+00 -1.1825523918e+01 1.4935342107e+01 3.1076152257e+00 -1.4138232346e+01 3.1072490552e+00 1.4138232346e+01
1.9232320272e-04 1.4959686436e-04 4.6904064092e-01 -5.7592392262e+00 -1.2036503136e+01 1.4722954375e+01 2.7165704240e+00 -1.4284032919e+01 2.7176543131e+00 1.4284032919e+01
1.9188892853e-04 8.3953108308e-05 -6.2601781192e+00 -1.5372300451e+00 -1.6773760951e+01 9.4880005131e+00 -6.0390698849e+00 -1.6994869186e+01 -6.8370229334e-04 1.6994869186e+01
-3.0015396759e-04 5.2118276706e-05 2.7931381352e+01 3.2976125119e+01 -4.8644807972e+00 6.3681843703e+01 4.8300179882e+01 -2.5233279327e+01 4.8300179882e+01 2.5233279327e+01
-1.4370350667e-04 1.0163869891e-04 3.3513953241e+00 1.2879603671e+01 -2.9843287844e+01 3.6385527268e+01 7.7612477032e+00 -3.4253140223e+01 7.7606825666e+00 3.4253140223e+01
-1.4099663393e-04 1.0144090674e-04 3.8701690731e+00 1.2593287297e+01 -3.0070106690e+01 3.6600118800e+01 8.0311196331e+00 -3.4231057250e+01 8.0305708303e+00 3.4231057250e+01
3.2423885213e-04 1.0022477940e-04 -4.2017438460e+00 -9.0077981323e+00 -2.7668366822e+00 1.5649122788e+01 5.5507349899e+00 -1.2519315518e+01 5.5507349899e+00 1.2519315518e+01
-2.0173782133e-04 7.8091102473e-05 1.7881685101e+01 2.4567529787e+01 -2.5770408614e+01 5.6916262587e+01 2.8916257770e+01 -3.6804981282e+01 2.8916257770e+01 3.6804981282e+01
-1.4627968790e-04 1.0806106365e-04 -2.9565118897e+00 1.2315669454e+01 -2.9022228864e+01 3.1055813594e+01 1.9407119617e+00 -3.3919452716e+01 1.9771134818e+00 3.3919452716e+01
6.8959597017e-05 9.0112592499e-05 7.9533603509e+00 1.1929570822e+00 -2.2446195273e+01 2.6413282494e+01 8.0032982975e+00 -2.2496133219e+01 8.0033173646e+00 2.2496133219e+01
-1.8414165394e-04 9.0803751568e-05 6.7641526871e+00 1.8996043921e+01 -2.7090812992e+01 4.4067427663e+01 1.5279011071e+01 -3.5605671376e+01 1.5279011036e+01 3.5605671376e+01
8.0380205312e-05 1.0970344773e-04 -3.3845495452e+00 4.2749199763e+00 -2.1199798381e+01 1.7130715610e+01 -2.4017506943e+00 -2.2182597232e+01 -8.4451671835e-03 2.2182597231e+01
3.3620682875e-04 7.5363340275e-05 -4.0719612036e+00 -1.0534342092e+01 -5.2785885245e-01 1.8499278453e+01 8.3806533668e+00 -1.2980473423e+01 8.3806533668e+00 1.2980473423e+01
-2.3397298225e-04 7.4822755700e-05 8.0733744099e+00 2.7406561655e+01 -2.0403829169e+01 5.3487838788e+01 2.4715990746e+01 -3.7046445503e+01 2.4715990746e+01 3.7046445503e+01
-2.3384532915e-04 7.2497636532e-05 1.2196550114e+01 2.8742412793e+01 -2.0407714972e+01 5.7227684931e+01 2.8934836871e+01 -3.7146001729e+01 2.8934836871e+01 3.7146001729e+01
-1.8930451188e-04 8.0819996485e-05 1.8039976832e+01 2.2404988924e+01 -2.7361780110e+01 5.5241647596e+01 2.7232878471e+01 -3.6554681749e+01 2.7232878471e+01 3.6554681749e+01
6.3723990402e-05 1.3188478510e-04 -2.6462758091e+01 -5.5370685585e-01 -3.2777306768e+01 4.4143503126e+00 -2.7071406088e+01 -3.2168658771e+01 -3.9217135940e-02 3.2168025583e+01
6.1408766902e-05 1.3303066035e-04 -3.4212656114e+01 -7.6148231804e+00 -3.9445662433e+01 1.3698841328e+01 -2.8920129546e+01 -4.4738189002e+01 1.5884034914e-02 4.4738372356e+01
6.1257735376e-05 1.3539412189e-04 -4.2946429604e+01 -1.3866115093e+01 -4.3467613811e+01 2.3855889466e+01 -2.9433817503e+01 -5.6980225913e+01 1.4597318450e-02 5.6979803135e+01
5.9185578104e-05 1.3434556844e-04 -4.4007835724e+01 -1.3719466820e+01 -4.2345091516e+01 2.3627239263e+01 -2.9535270671e+01 -5.6817656569e+01 -4.5500381799e-03 5.6817667685e+01
5.7093270468e-05 1.3316621987e-04 -4.3745526841e+01 -1.2969091715e+01 -4.1221115105e+01 2.2374503369e+01 -2.9565395430e+01 -5.5401246516e+01 1.0645756514e-03 5.5401255446e+01
5.4631425348e-05 1.3495057215e-04 -5.5013176250e+01 -1.6653588402e+01 -4.0813629245e+01 3.1165582863e+01 -2.9919945092e+01 -6.5906860403e+01 -2.9254820097e-04 6.5906860482e+01
-1.4724948181e-04 1.0400905926e-04 6.1310145343e-01 1.2945162878e+01 -2.9327336852e+01 3.4276739900e+01 5.4325673091e+00 -3.4146802708e+01 5.4348259388e+00 3.4146802708e+01
9.0246822723e-05 1.4845891363e-04 -3.5208595479e+00 -3.2834736154e+00 -1.9267512569e+01 1.4751370487e+01 -2.8774783365e+00 -1.9910893780e+01 -1.3283043610e-01 1.9912413478e+01
8.7337864551e-05 1.4652246987e-04 -7.4028092202e+00 -3.0436040085e+00 -1.9697058627e+01 1.1924601701e+01 -6.6652619218e+00 -2.0434605925e+01 1.6121098105e-01 2.0429552728e+01
8.3204899580e-05 1.4794362796e-04 -4.3250214793e+00 -3.0748080046e+00 -2.0005329020e+01 1.4616889952e+01 -3.7261099010e+00 -2.0604240598e+01 -6.0978042259e-01 2.0630746790e+01
8.1027839577e-05 1.4520958025e-04 -1.3279626872e+01 -2.2713423681e+00 -2.0922326250e+01 7.1748847050e+00 -1.2958554945e+01 -2.1243398177e+01 -1.1887687791e-02 2.1194207395e+01
3.2047807221e-04 9.9373718268e-05 -3.9720567512e+00 -9.0887267609e+00 -3.2724716116e+00 1.5752081064e+01 5.4722040613e+00 -1.2716732424e+01 5.4722040613e+00 1.2716732424e+01
-3.6492408509e-04 1.9992984678e-05 7.2542263905e+01 5.8859178861e+01 2.9086478913e+01 1.0862151926e+02 1.1352703479e+02 -1.1898291977e+01 1.1352703479e+02 1.1896637310e+01
-3.6187507964e-04 2.4367527271e-05 6.8250946501e+01 5.7868348277e+01 3.0145109996e+01 1.0546531875e+02 1.1008845842e+02 -1.1692401921e+01 1.1008845842e+02 1.1692508253e+01
-3.5615814460e-04 2.7363257681e-05 6.1551815303e+01 5.0501060292e+01 2.2229497934e+01 9.3820508924e+01 9.6057952701e+01 -1.2276639464e+01 9.6057952701e+01 1.2276612370e+01
-3.5865822424e-04 2.8708917083e-05 6.3322120554e+01 5.6096880999e+01 3.0299168948e+01 1.0123124997e+02 1.0525653417e+02 -1.1635244668e+01 1.0525653417e+02 1.1635043914e+01
-3.5306260634e-04 3.1526161599e-05 5.7213067567e+01 4.9078146146e+01 2.2431011146e+01 9.0146933288e+01 9.1868395557e+01 -1.2224316844e+01 9.1868395557e+01 1.2224349694e+01
-3.6504186985e-04 2.5351973035e-05 7.1529887418e+01 6.5956209641e+01 4.1665172800e+01 1.1706337396e+02 1.2418410058e+02 -1.0989040361e+01 1.2418410058e+02 1.0989927519e+01
-3.6022761285e-04 3.1005474055e-05 6.3631446294e+01 6.1218541271e+01 3.8952922260e+01 1.0811566074e+02 1.1371279011e+02 -1.1128421553e+01 1.1371279011e+02 1.1128417776e+01
-3.5050633610e-04 3.0103456708e-05 5.5930491221e+01 4.4252673618e+01 1.5414543838e+01 8.4253648556e+01 8.4316384203e+01 -1.2971349145e+01 8.4316384203e+01 1.2971352538e+01
-3.4750116764e-04 3.4274348468e-05 5.1793358190e+01 4.3017010816e+01 1.5660761406e+01 8.0768934965e+01 8.0359026142e+01 -1.2904906546e+01 8.0359026142e+01 1.2904901871e+01
-3.5065853662e-04 3.5382062473e-05 5.3933622008e+01 4.8549729413e+01 2.3464247621e+01 8.8091072498e+01 8.9558339234e+01 -1.2160469605e+01 8.9558339234e+01 1.2160461873e+01
-3.4470407995e-04 3.8816186584e-05 4.8268840574e+01 4.2560420484e+01 1.6840197703e+01 7.8525776768e+01 7.7891397494e+01 -1.2782359217e+01 7.7891397494e+01 1.2782360355e+01
4.9397506182e-05 9.5765859890e-05 1.0264236562e+01 3.5648276071e+00 -2.2124805595e+01 2.8718720099e+01 1.0650476264e+01 -2.2511045296e+01 1.0650553919e+01 2.2511045296e+01
9.4374393171e-05 1.4395138311e-04 -8.9735119810e+00 -2.2815761642e+00 -1.8624013580e+01 9.2591091728e+00 -8.4530136070e+00 -1.9144511954e+01 -1.5197912736e-02 1.9144514798e+01
-3.7681805634e-04 1.2884374962e-05 9.1603689858e+01 7.8843121726e+01 5.0946089042e+01 1.4098179976e+02 1.5267076949e+02 -1.0120990592e+01 1.5267076949e+02 1.0086282277e+01
-3.7342733506e-04 1.7415294125e-05 8.6641337359e+01 7.7867253460e+01 5.1898830671e+01 1.3811902648e+02 1.4901314114e+02 -1.0472973105e+01 1.4901314114e+02 1.0467536350e+01
-3.6779971943e-04 2.0819366348e-05 7.6629339288e+01 6.6833394010e+01 3.9708399799e+01 1.2004984302e+02 1.2747967872e+02 -1.1141939638e+01 1.2747967872e+02 1.1141963910e+01
1.3706596354e-04 6.3633790089e-05 1.4418442770e+01 -4.3198691889e+00 -2.0178365415e+01 3.0880620191e+01 1.4948973058e+01 -2.0708895703e+01 1.4948969622e+01 2.0708895703e+01
-1.7502202578e-04 6.9381689731e-05 3.9236168703e+01 2.3152027816e+01 -3.1191108200e+01 7.2991135042e+01 4.6163981716e+01 -3.8118921214e+01 4.6163981716e+01 3.8118921214e+01
2.9612252623e-04 3.9403700833e-05 -1.5752951628e+00 -8.6334062568e+00 -1.0371180489e+01 1.6779704062e+01 3.7145288314e+00 -1.5661004483e+01 3.7145283624e+00 1.5661004483e+01
2.9945967413e-04 3.6297297776e-05 -1.4242709530e+00 -8.8751189478e+00 -1.0168425602e+01 1.7134019847e+01 4.0959826938e+00 -1.5688679249e+01 4.0959826621e+00 1.5688679249e+01
-1.6505083585e-04 1.0356127462e-04 -1.9732176897e+00 1.4515669150e+01 -2.7997317340e+01 3.3762308109e+01 4.5074101605e+00 -3.4477945190e+01 4.4987972545e+00 3.4477945190e+01
-3.4766437575e-04 2.8699697059e-05 5.5150810792e+01 4.0059668385e+01 9.1851776572e+00 7.9943855039e+01 7.8323600452e+01 -1.3987612002e+01 7.8323600452e+01 1.3987611704e+01
2.4235776732e-04 1.2811414404e-05 3.2986185299e+01 -1.8445095500e+01 -1.3448917712e+01 5.1359965934e+01 3.9421323951e+01 -1.9884056364e+01 3.9421323941e+01 1.9884056364e+01
1.4460305834e-04 6.5328361234e-05 1.2298247207e+01 -4.9134635905e+00 -1.8363178403e+01 2.7881841201e+01 1.3065122924e+01 -1.9130054121e+01 1.3065117687e+01 1.9130054121e+01
-2.8152943580e-04 6.1211120238e-05 3.0511756831e+00 3.1981932875e+01 -9.5140803757e+00 5.6425606068e+01 2.9345886506e+01 -3.5808791199e+01 2.9345886506e+01 3.5808791199e+01
3.2280933717e-04 5.7684808328e-05 -2.2098341338e+00 -1.1047256346e+01 -3.9965060143e+00 1.9194060432e+01 7.9785258834e+00 -1.4184866032e+01 7.9785258834e+00 1.4184866032e+01
3.2333951822e-04 6.1541711996e-05 -2.4750124944e+00 -1.0959137736e+01 -3.6421173016e+00 1.9005927387e+01 7.9145123950e+00 -1.4031642191e+01 7.9145123950e+00 1.4031642191e+01
3.2721055983e-04 6.2148271647e-05 -2.6686778669e+00 -1.1142149153e+01 -2.7678164785e+00 1.9295996881e+01 8.4223018208e+00 -1.3858796166e+01 8.4223018208e+00 1.3858796166e+01
3.2384996514e-04 6.5421969713e-05 -2.7387336561e+00 -1.0839560788e+01 -3.3302401198e+00 1.8778981672e+01 7.8075632354e+00 -1.3876537011e+01 7.8075632354e+00 1.3876537011e+01
3.1997099581e-04 6.4794572729e-05 -2.5613298486e+00 -1.0660666788e+01 -4.1484544368e+00 1.8513412627e+01 7.3338316213e+00 -1.4043615907e+01 7.3338316213e+00 1.4043615907e+01
1.1635130278e-04 1.5398031917e-04 -1.8075180315e-02 -1.4649895364e+00 -1.7199499123e+01 1.5096764317e+01 1.0733379079e-01 -1.7324908094e+01 2.2005368069e-01 1.7324908106e+01
1.1621959602e-04 1.5731383364e-04 2.1713142339e+00 -1.0731897128e+00 -1.7246285182e+01 1.6926669393e+01 2.2351316567e+00 -1.7310102605e+01 2.2196786307e+00 1.7310102602e+01
1.0921709717e-04 1.5763758133e-04 3.2138282161e+00 -1.9225729176e+00 -1.7307170368e+01 1.8078344848e+01 3.3908661884e+00 -1.7484208340e+01 3.4220478307e+00 1.7484208277e+01
1.9175542764e-04 1.0531042672e-04 -6.2549896189e+00 -2.7466684118e+00 -1.4885307399e+01 8.8552162567e+00 -5.4575870208e+00 -1.5682710000e+01 1.1245009598e-07 1.5682710000e+01
1.9228945547e-04 1.0910652836e-04 -6.0043231054e+00 -3.1022608488e+00 -1.4494009033e+01 9.1031765747e+00 -4.9934446229e+00 -1.5504887515e+01 -3.6695003574e-08 1.5504887515e+01
1.8884890362e-04 1.1164754050e-04 -6.1215362954e+00 -3.0083557820e+00 -1.4561276075e+01 8.9727679097e+00 -5.1609762172e+00 -1.5521836153e+01 1.9963305447e-06 1.5521836153e+01
1.8932637750e-04 1.1545525436e-04 -5.7631751722e+00 -3.3834095042e+00 -1.4185753576e+01 9.3540096686e+00 -4.5739243742e+00 -1.5375004375e+01 -1.2704463388e-05 1.5375004375e+01
-7.1305559847e-05 1.0696213413e-04 -8.7905163967e-01 2.7440818835e+00 -3.3161726658e+01 2.8356530594e+01 -6.4873857687e-01 -3.3392039720e+01 -1.5811121639e-01 3.3392039720e+01
-6.9861471414e-05 1.0900317648e-04 -3.0823475948e+00 2.7034557411e+00 -3.2908712685e+01 2.6248861287e+01 -2.8407430100e+00 -3.3150317270e+01 4.5645308717e-02 3.3150317270e+01
-1.8394461464e-04 9.9362047175e-05 -2.4627392198e+00 1.6552194527e+01 -2.6622822028e+01 3.5489819173e+01 5.9472760293e+00 -3.5032837277e+01 5.9472646107e+00 3.5032837277e+01
-1.8133581724e-04 9.9039452442e-05 -1.4157411567e+00 1.6530771734e+01 -2.6872409089e+01 3.6133497201e+01 6.7176092129e+00 -3.5005759459e+01 6.7175844549e+00 3.5005759459e+01
-1.7920191093e-04 1.0085782650e-04 -2.6560114613e+00 1.5947680251e+01 -2.6978352216e+01 3.4734986393e+01 5.2370719057e+00 -3.4871435583e+01 5.2370766822e+00 3.4871435583e+01
-1.7673924712e-04 1.0060519935e-04 -1.7768719258e+00 1.5892502064e+01 -2.7204278157e+01 3.5248713438e+01 5.8602791511e+00 -3.4841429234e+01 5.8601065831e+00 3.4841429234e+01
-1.8177005496e-04 1.0148407083e-04 -3.9536456953e+00 1.5883715069e+01 -2.6733924257e+01 3.3850893063e+01 4.2000372461e+00 -3.4887607198e+01 4.2001467682e+00 3.4887607198e+01
-2.3222111302e-04 4.2275217515e-05 8.6001909002e+01 4.2460444922e+01 -2.4169342080e+01 1.2046106243e+02 1.0046451028e+02 -3.8631943359e+01 1.0046451028e+02 3.8631943359e+01
-2.6503353125e-04 2.1800219198e-05 1.5889363698e+02 5.6821013215e+01 -1.2400698866e+01 1.7801652594e+02 1.7602435823e+02 -2.9531420114e+01 1.7602435823e+02 2.9531420114e+01
3.0121764374e-04 9.5359575098e-05 -3.1161168736e+00 -8.9998396397e+00 -5.8726161352e+00 1.5768614121e+01 4.6096471031e+00 -1.3598380112e+01 4.6096471031e+00 1.3598380112e+01
2.2284874762e-04 8.5370780479e-05 -4.7527559511e+00 -4.1067289740e+00 -1.3945520098e+01 1.0673594877e+01 -3.1867351493e+00 -1.5511540900e+01 -1.9782351610e-06 1.5511540900e+01
2.1881382560e-04 8.4330794759e-05 -4.9702059998e+00 -3.7267484609e+00 -1.4360950094e+01 1.0380245848e+01 -3.6725403123e+00 -1.5658615781e+01 3.7480434102e-06 1.5658615781e+01
2.1948103483e-04 8.8077068316e-05 -4.9044259008e+00 -3.9812516873e+00 -1.4002995068e+01 1.0468442256e+01 -3.4097525299e+00 -1.5497668439e+01 9.2555733505e-07 1.5497668439e+01
2.1545357175e-04 8.7014622359e-05 -5.1354793610e+00 -3.5958633420e+00 -1.4421296121e+01 1.0168752397e+01 -3.9074558075e+00 -1.5649319675e+01 -6.7475913113e-06 1.5649319675e+01
2.1477297863e-04 8.3271576684e-05 -5.1858118753e+00 -3.3373161104e+00 -1.4789677457e+01 1.0125469725e+01 -4.1418019943e+00 -1.5833687338e+01 1.5657192188e-05 1.5833687338e+01
2.1610699328e-04 9.0767335313e-05 -5.0535796497e+00 -3.8595022602e+00 -1.4061305202e+01 1.0270834921e+01 -3.6275731193e+00 -1.5487311732e+01 9.7130186605e-07 1.5487311732e+01
3.4061963351e-04 4.8736318772e-05 -2.2692847788e+00 -1.2545481951e+01 4.6821357708e-02 2.1817259160e+01 1.1484968739e+01 -1.3707432160e+01 1.1484968739e+01 1.3707432160e+01
-2.7949218743e-04 6.0162806644e-05 7.8103287115e+00 3.3252549450e+01 -9.6910708861e+00 5.9532425513e+01 3.3430690809e+01 -3.5311432982e+01 3.3430690809e+01 3.5311432982e+01
-2.7790199066e-04 5.6689043596e-05 1.9303730596e+01 3.6044191922e+01 -9.4259060136e+00 6.7187366164e+01 4.3729556232e+01 -3.3851731650e+01 4.3729556232e+01 3.3851731650e+01
-2.7527426409e-04 5.8214368836e-05 1.6604838460e+01 3.5412850232e+01 -1.0259017811e+01 6.5583650759e+01 4.1037648751e+01 -3.4691828090e+01 4.1037648750e+01 3.4691828091e+01
-1.4810880335e-04 4.9553533269e-05 8.0725428364e+01 1.9739203120e+01 -3.9221663241e+01 1.0935729703e+02 8.3889347442e+01 -4.2385582318e+01 8.3889347442e+01 4.2385582318e+01
2.9867297838e-04 3.2654919561e-05 -1.3532726138e+00 -8.7222575696e+00 -1.0630954454e+01 1.7108351542e+01 3.8853978341e+00 -1.5869624902e+01 3.8853973583e+00 1.5869624902e+01
3.8136201634e-04 2.1588188413e-05 -2.1071617227e+00 -1.6298872760e+01 2.0962587349e+01 3.4566321156e+01 2.9384587638e+01 -1.0529162011e+01 2.9384587638e+01 1.0528878025e+01
3.8146987392e-04 2.6155819064e-05 -4.0757223125e+00 -1.4653778209e+01 2.0131106883e+01 3.2894297300e+01 2.7019223686e+01 -1.0963839116e+01 2.7019223686e+01 1.0963713119e+01
3.7842970373e-04 2.9741229608e-05 -4.2374821507e+00 -1.4228792010e+01 1.7361033861e+01 3.0919488891e+01 2.4413151089e+01 -1.1289599379e+01 2.4413151089e+01 1.1289578347e+01
3.8489531594e-04 1.8241169081e-05 -1.6564207685e+00 -1.7170007873e+01 2.5009345560e+01 3.7584100762e+01 3.3375653088e+01 -1.0022728297e+01 3.3375653088e+01 1.0019194724e+01
3.8188424032e-04 3.1224469694e-05 -5.6675444584e+00 -1.2848212989e+01 1.8826100425e+01 3.0715739967e+01 2.4313018722e+01 -1.1154462755e+01 2.4313018722e+01 1.1154573931e+01
3.7507639300e-04 2.9161676408e-05 -3.1858222834e+00 -1.4911159917e+01 1.5395884862e+01 3.0414637279e+01 2.3664930310e+01 -1.1454867731e+01 2.3664930310e+01 1.1454821915e+01
3.7526193353e-04 3.3450433475e-05 -4.3641429036e+00 -1.3844307147e+01 1.4890891749e+01 2.9195862770e+01 2.2119613652e+01 -1.1592864807e+01 2.2119613652e+01 1.1592877336e+01
3.7185002506e-04 3.2907366717e-05 -3.4687323057e+00 -1.4419387872e+01 1.3119780749e+01 2.8798992855e+01 2.1452630499e+01 -1.1801582055e+01 2.1452630499e+01 1.1801588601e+01
3.7574926053e-04 3.7893263668e-05 -5.3770347255e+00 -1.2716890389e+01 1.4284041852e+01 2.7822885810e+01 2.0517054176e+01 -1.1610047049e+01 2.0517054176e+01 1.1610051494e+01
3.7239171166e-04 4.1531507644e-05 -5.2597569565e+00 -1.2564838659e+01 1.2193180826e+01 2.6487810387e+01 1.8759456392e+01 -1.1826032522e+01 1.8759456392e+01 1.1826032637e+01
4.6691234265e-05 9.5007484691e-05 1.1858700677e+01 3.4970741501e+00 -2.2035997800e+01 2.9974023686e+01 1.2216862082e+01 -2.2394159205e+01 1.2216963510e+01 2.2394159205e+01
-2.4280834962e-04 2.5980644951e-05 1.4408831525e+02 4.9315193903e+01 -2.4334400592e+01 1.6902345965e+02 1.5746269726e+02 -3.7708782598e+01 1.5746269726e+02 3.7708782598e+01
-2.4586643501e-04 2.4320995982e-05 1.5109974198e+02 5.0534770132e+01 -2.3420681717e+01 1.7464956115e+02 1.6467350127e+02 -3.6994441013e+01 1.6467350127e+02 3.6994441013e+01
-2.4893614408e-04 2.2671305469e-05 1.5844055975e+02 5.1768228758e+01 -2.2402367992e+01 1.8046043081e+02 1.7220797419e+02 -3.6169782428e+01 1.7220797419e+02 3.6169782428e+01
2.3024791246e-04 8.3647596963e-05 -4.3947072795e+00 -4.6028428962e+00 -1.3483388662e+01 1.1201189263e+01 -2.4720383349e+00 -1.5406057607e+01 -1.0754216645e-05 1.5406057607e+01
