x_m,y_m,sigma_xx_Pa,sigma_xy_Pa,sigma_yy_Pa,von_mises_Pa,sigma_max_principal_Pa,sigma_min_principal_Pa,sigma_tension_Pa,sigma_comp_mag_Pa
4.3677819267e-05,1.3610139392e-04,-6.6939793999e+01,-1.3691992725e+01,-3.5812633797e+01,3.5788809478e+01,-3.0713535112e+01,-7.2038892684e+01,-1.6356897375e-06,7.2038892461e+01
4.1456980133e-05,1.3571126306e-04,-6.5520060910e+01,-1.2256158501e+01,-3.5208306238e+01,3.3690308729e+01,-3.0913074760e+01,-6.9815292388e+01,2.4650636254e-07,6.9815292448e+01
3.9217563443e-05,1.3534660766e-04,-6.4043454634e+01,-1.1000781150e+01,-3.4719090713e+01,3.1688157746e+01,-3.1086106269e+01,-6.7676439078e+01,-1.0732600188e-07,6.7676439068e+01
3.6960598081e-05,1.3500445757e-04,-6.2467609424e+01,-9.8731058800e+00,-3.4326927985e+01,2.9710741917e+01,-3.1243763861e+01,-6.5550773548e+01,1.6605001296e-08,6.5550773549e+01
3.4686802965e-05,1.3468215912e-04,-6.0818719073e+01,-8.8694866947e+00,-3.4007503347e+01,2.7765091866e+01,-3.1382927947e+01,-6.3443294472e+01,2.2902270513e-09,6.3443294472e+01
3.2396712023e-05,1.3437738236e-04,-5.9096760893e+01,-7.9631976167e+00,-3.3745375472e+01,2.5849923314e+01,-3.1496607999e+01,-6.1345528366e+01,-3.4066296007e-10,6.1345528366e+01
3.0090680269e-05,1.3408801015e-04,-5.7304059388e+01,-7.1593118753e+00,-3.3534027387e+01,2.3957253295e+01,-3.1587316749e+01,-5.9250770026e+01,-2.8092802760e-09,5.9250770026e+01
2.7768812720e-05,1.3381198700e-04,-5.5422563480e+01,-6.4603249445e+00,-3.3376234591e+01,2.2055563475e+01,-3.1665613525e+01,-5.7133184545e+01,-1.8172609038e-09,5.7133184545e+01
2.5431066701e-05,1.3354730657e-04,-5.3452732959e+01,-5.8833692536e+00,-3.3272975779e+01,2.0153878741e+01,-3.1727007053e+01,-5.4998701685e+01,-6.1030345518e-10,5.4998701685e+01
2.3077103878e-05,1.3329192560e-04,-5.1332769975e+01,-5.4767279330e+00,-3.3243673324e+01,1.8242515299e+01,-3.1755900532e+01,-5.2820542768e+01,1.4944739150e-09,5.2820542768e+01
2.0705951083e-05,1.3304300769e-04,-4.8979786540e+01,-5.3782915301e+00,-3.3285247937e+01,1.6424066129e+01,-3.1650078238e+01,-5.0614956240e+01,4.7589163347e-09,5.0614956240e+01
1.8318626915e-05,1.3279586671e-04,-4.7453260394e+01,-5.8487587604e+00,-3.3987702405e+01,1.5434000144e+01,-3.1809657262e+01,-4.9631305538e+01,8.1395042343e-09,4.9631305538e+01
1.5925355535e-05,1.3255598767e-04,-4.8208227909e+01,-6.6678807869e+00,-3.5056301164e+01,1.6223250600e+01,-3.2265766435e+01,-5.0998762637e+01,1.4808261125e-08,5.0998762637e+01
1.3539345262e-05,1.3233539588e-04,-4.9544618477e+01,-6.7740329109e+00,-3.4985967175e+01,1.7211002074e+01,-3.2328516145e+01,-5.2202069507e+01,5.2978498762e-09,5.2202069507e+01
1.1155458465e-05,1.3213193806e-04,-4.9211141898e+01,-5.9186653571e+00,-3.4185150601e+01,1.6515373517e+01,-3.2162990904e+01,-5.1233301596e+01,-7.2402069290e-09,5.1233301596e+01
8.7651157569e-06,1.3193783041e-04,-4.8196365329e+01,-5.1898642689e+00,-3.3733636597e+01,1.5360713424e+01,-3.2096488932e+01,-4.9833512993e+01,-3.3730548769e-09,4.9833512993e+01
6.3673581679e-06,1.3174997742e-04,-4.7119227875e+01,-4.5605686519e+00,-3.3397426082e+01,1.4221971715e+01,-3.2047267780e+01,-4.8469386176e+01,7.2023712816e-10,4.8469386176e+01
3.9615497775e-06,1.3156676032e-04,-4.5989011502e+01,-4.0116187149e+00,-3.3131435325e+01,1.3066113233e+01,-3.2016499421e+01,-4.7103947406e+01,8.1844398216e-10,4.7103947406e+01
1.5475248684e-06,1.3138708788e-04,-4.4831464698e+01,-3.5087103112e+00,-3.2913279441e+01,1.1906074118e+01,-3.1998396973e+01,-4.5746347167e+01,7.8351876189e-09,4.5746347167e+01
-8.7478709341e-07,1.3121007705e-04,-4.3668567884e+01,-3.0401763123e+00,-3.2728801903e+01,1.0788028845e+01,-3.1970213536e+01,-4.4427156251e+01,9.5627361430e-09,4.4427156251e+01
-3.3053743211e-06,1.3103495870e-04,-4.2497567528e+01,-2.6040371771e+00,-3.2569267379e+01,9.6650899825e+00,-3.1953275150e+01,-4.3113559757e+01,7.6272269510e-09,4.3113559757e+01
-5.7441769691e-06,1.3086105841e-04,-4.1337315665e+01,-2.2009109821e+00,-3.2431128342e+01,8.5450968976e+00,-3.1950708010e+01,-4.1817735998e+01,2.3335926597e-08,4.1817735998e+01
-8.1911601180e-06,1.3068775317e-04,-4.0182089677e+01,-1.8161331840e+00,-3.2309408697e+01,7.4719133311e+00,-3.1931838014e+01,-4.0559660360e+01,1.4842875763e-08,4.0559660360e+01
-1.0646254765e-05,1.3051446171e-04,-3.9034883083e+01,-1.4652622363e+00,-3.2201048611e+01,6.3788554075e+00,-3.1935131960e+01,-3.9300799733e+01,7.9628447162e-09,3.9300799733e+01
-1.3109231697e-05,1.3034071592e-04,-3.7922381065e+01,-1.1346009674e+00,-3.2100955072e+01,5.3180025286e+00,-3.1941317877e+01,-3.8082018260e+01,1.3398716820e-08,3.8082018260e+01
-1.5579839262e-05,1.3016601741e-04,-3.6845398724e+01,-8.1228839805e-01,-3.2008554869e+01,4.3095667256e+00,-3.1938847287e+01,-3.6915106306e+01,3.7204774419e-09,3.6915106306e+01
-1.8057866986e-05,1.2998993053e-04,-3.5781559824e+01,-4.9374661077e-01,-3.1918002813e+01,3.2767688207e+00,-3.1957937957e+01,-3.5741624679e+01,-6.8588936612e-09,3.5741624679e+01
-2.0543259404e-05,1.2981196807e-04,-3.4724733007e+01,-1.8186038142e-01,-3.1835627333e+01,2.2331047968e+00,-3.1990896515e+01,-3.4569463826e+01,-2.1484929854e-08,3.4569463826e+01
-2.3035945359e-05,1.2963170720e-04,-3.3682225303e+01,1.1796103222e-01,-3.1761057589e+01,1.0286349653e+00,-3.2127758772e+01,-3.3315524121e+01,-3.7277584257e-08,3.3315524121e+01
-2.5535783385e-05,1.2944876100e-04,-3.2659811270e+01,4.0758408975e-01,-3.1692030550e+01,1.9394864431e-01,-3.2063944608e+01,-3.2287897212e+01,-5.2055237693e-08,3.2287897212e+01
-2.8042633441e-05,1.2926277685e-04,-3.1656660951e+01,6.8871280050e-01,-3.1627514978e+01,7.6878839515e-01,-3.1198227778e+01,-3.2085948151e+01,-6.0259674919e-08,3.2085948151e+01
-3.0556339127e-05,1.2907341641e-04,-3.0674383880e+01,9.6196883333e-01,-3.1566201126e+01,1.6126780277e+00,-3.0189212410e+01,-3.2051372597e+01,-6.0186078668e-08,3.2051372597e+01
-3.3076746655e-05,1.2888034741e-04,-2.9713227686e+01,1.2292668660e+00,-3.1508145834e+01,2.4980348699e+00,-2.9168445656e+01,-3.2052927865e+01,-5.3048747443e-08,3.2052927864e+01
-3.5603700145e-05,1.2868325779e-04,-2.8773799867e+01,1.4899988109e+00,-3.1452580492e+01,3.3712510832e+00,-2.8166797459e+01,-3.2059582900e+01,-4.0762957419e-08,3.2059582900e+01
-3.8137025371e-05,1.2848185152e-04,-2.7855850382e+01,1.7468064760e+00,-3.1399219725e+01,4.2409513148e+00,-2.7179020670e+01,-3.2076049437e+01,-1.4998788658e-08,3.2076049437e+01
-4.0676578043e-05,1.2827584809e-04,-2.6959725307e+01,1.9981331606e+00,-3.1348216451e+01,5.0901148349e+00,-2.6215191709e+01,-3.2092750049e+01,2.6311956952e-08,3.2092750049e+01
-4.3222173698e-05,1.2806498502e-04,-2.6088373726e+01,2.2466564428e+00,-3.1298020819e+01,5.9113981042e+00,-2.5280249985e+01,-3.2106144559e+01,8.2461512433e-08,3.2106144559e+01
-4.5773654579e-05,1.2784900812e-04,-2.5237383093e+01,2.4912329581e+00,-3.1249171173e+01,6.7246164710e+00,-2.4360818003e+01,-3.2125736263e+01,1.4283614952e-07,3.2125736263e+01
-4.8330847978e-05,1.2762767092e-04,-2.4408485094e+01,2.7334696145e+00,-3.1200954155e+01,7.5200890125e+00,-2.3462994209e+01,-3.2146445040e+01,1.9408332063e-07,3.2146445040e+01
-5.0893593170e-05,1.2740073400e-04,-2.3601707949e+01,2.9730427336e+00,-3.1153639579e+01,8.2976270034e+00,-2.2587036580e+01,-3.2168310948e+01,2.1232291121e-07,3.2168310948e+01
-5.3461718547e-05,1.2716797572e-04,-2.2817562661e+01,3.2107463990e+00,-3.1106577086e+01,9.0556104682e+00,-2.1733810732e+01,-3.2190329015e+01,1.9371724437e-07,3.2190329015e+01
-5.6035057711e-05,1.2692918396e-04,-2.2054904922e+01,3.4469250601e+00,-3.1059974542e+01,9.8005487112e+00,-2.0899090296e+01,-3.2215789169e+01,1.9123645128e-07,3.2215789169e+01
-5.8613448713e-05,1.2668415706e-04,-2.1314382705e+01,3.6811447342e+00,-3.1012751878e+01,1.0526013924e+01,-2.0086370319e+01,-3.2240764264e+01,-7.5630434331e-08,3.2240764264e+01
-6.1196721705e-05,1.2643268707e-04,-2.0597636154e+01,3.9136009913e+00,-3.0966352011e+01,1.1228081764e+01,-1.9299458053e+01,-3.2264530112e+01,2.2677624396e-07,3.2264530112e+01
-6.3784681189e-05,1.2617459233e-04,-1.9901037676e+01,4.1481509447e+00,-3.0918838071e+01,1.1923564231e+01,-1.8525864855e+01,-3.2294010892e+01,1.3075208172e-06,3.2294010892e+01
-6.6377207900e-05,1.2590968207e-04,-1.9223565162e+01,4.3798864819e+00,-3.0871046056e+01,1.2608503875e+01,-1.7767782502e+01,-3.2326828715e+01,2.0476384779e-06,3.2326828715e+01
-6.8974108305e-05,1.2563778499e-04,-1.8569886311e+01,4.6110746060e+00,-3.0822803988e+01,1.3268687399e+01,-1.7035664908e+01,-3.2357025391e+01,2.5586056235e-06,3.2357025391e+01
-7.1575218921e-05,1.2535873406e-04,-1.7937969397e+01,4.8430521190e+00,-3.0774157282e+01,1.3914988239e+01,-1.6322241134e+01,-3.2389885546e+01,2.4965085692e-06,3.2389885546e+01
-7.4180375199e-05,1.2507236988e-04,-1.7326723349e+01,5.0745145910e+00,-3.0724078940e+01,1.4546017536e+01,-1.5627254004e+01,-3.2423548285e+01,2.2299952563e-06,3.2423548285e+01
-7.6789411463e-05,1.2477853048e-04,-1.6734925116e+01,5.3063307802e+00,-3.0672817172e+01,1.5164508048e+01,-1.4948638340e+01,-3.2459103948e+01,1.6607343650e-06,3.2459103948e+01
-7.9402185505e-05,1.2447705927e-04,-1.6166806946e+01,5.5364884009e+00,-3.0620908044e+01,1.5758496963e+01,-1.4295685032e+01,-3.2492029959e+01,-5.7832262343e-07,3.2492029959e+01
-8.2018479590e-05,1.2416782401e-04,-1.5619491373e+01,5.7698223634e+00,-3.0566395722e+01,1.6341532161e+01,-1.3658155555e+01,-3.2527731540e+01,1.8844141364e-06,3.2527731540e+01
-8.4638182682e-05,1.2385067020e-04,-1.5088788127e+01,6.0012279743e+00,-3.0511955921e+01,1.6917400761e+01,-1.3033106141e+01,-3.2567637907e+01,9.6303931969e-06,3.2567637907e+01
-8.7261113179e-05,1.2352546897e-04,-1.4580138017e+01,6.2335697553e+00,-3.0455887579e+01,1.7474572983e+01,-1.2429063382e+01,-3.2606962213e+01,1.8755616335e-05,3.2606962213e+01
-8.9887111686e-05,1.2319208649e-04,-1.4091028888e+01,6.4661533961e+00,-3.0397786946e+01,1.8017950107e+01,-1.1841739572e+01,-3.2647076261e+01,2.1095387673e-05,3.2647076261e+01
-9.2516020243e-05,1.2285039082e-04,-1.3622021299e+01,6.6989325228e+00,-3.0337808705e+01,1.8546251896e+01,-1.1272231477e+01,-3.2687598527e+01,5.6722540964e-05,3.2687598527e+01
-9.5147677549e-05,1.2250025781e-04,-1.3173267959e+01,6.9326660313e+00,-3.0276241701e+01,1.9060671795e+01,-1.0720070838e+01,-3.2729438822e+01,-3.4923120982e-05,3.2729438822e+01
-9.7781915127e-05,1.2214157359e-04,-1.2741530105e+01,7.1682316161e+00,-3.0212845452e+01,1.9567377137e+01,-1.0179957321e+01,-3.2774418236e+01,-7.6993078053e-05,3.2774418236e+01
-1.0041860778e-04,1.2177421490e-04,-1.2330358107e+01,7.4004530183e+00,-3.0147668715e+01,2.0056143196e+01,-9.6595937383e+00,-3.2818433084e+01,-8.0830861280e-05,3.2818433084e+01
-1.0305755097e-04,1.2139807294e-04,-1.1937430536e+01,7.6377506674e+00,-3.0079954242e+01,2.0535495897e+01,-9.1525183047e+00,-3.2864866473e+01,-1.6571215421e-04,3.2864866473e+01
-1.0569864244e-04,1.2101302833e-04,-1.1563575311e+01,7.8715211366e+00,-3.0010499675e+01,2.0999189118e+01,-8.6631500035e+00,-3.2910924983e+01,8.8682803261e-05,3.2910924983e+01
-1.0834167497e-04,1.2061898168e-04,-1.1209408052e+01,8.1092024947e+00,-2.9937503482e+01,2.1450671944e+01,-8.1889045455e+00,-3.2958006988e+01,2.9901137743e-04,3.2958006988e+01
-1.1098653184e-04,1.2021582343e-04,-1.0871161203e+01,8.3453613695e+00,-2.9863008020e+01,2.1893064081e+01,-7.7271181711e+00,-3.3007051052e+01,2.1104100493e-04,3.3007051052e+01
-1.1363304893e-04,1.1980345358e-04,-1.0552979834e+01,8.5821115784e+00,-2.9786000561e+01,2.2320766591e+01,-7.2825895976e+00,-3.3056390798e+01,2.3511522714e-04,3.3056390798e+01
-1.1628106502e-04,1.1938177102e-04,-1.0252298067e+01,8.8205145875e+00,-2.9706301867e+01,2.2738717645e+01,-6.8510952136e+00,-3.3107504720e+01,8.2362687282e-05,3.3107504720e+01
-1.1893043861e-04,1.1895067577e-04,-9.9687426067e+00,9.0584871917e+00,-2.9623858551e+01,2.3145947446e+01,-6.4329815901e+00,-3.3159619568e+01,-4.9501357212e-04,3.3159619568e+01
-1.2158101059e-04,1.1851007075e-04,-9.7023069370e+00,9.2974245399e+00,-2.9538639837e+01,2.3542925063e+01,-6.0279592647e+00,-3.3212987509e+01,-7.7258628930e-04,3.3212987509e+01
-1.2423263885e-04,1.1805986586e-04,-9.4529338128e+00,9.5364028481e+00,-2.9450647370e+01,2.3929259848e+01,-5.6362259762e+00,-3.3267355206e+01,-1.2366332050e-03,3.3267355206e+01
-1.2688517297e-04,1.1759997334e-04,-9.2207115241e+00,9.7756641463e+00,-2.9359417968e+01,2.4304771970e+01,-5.2576981066e+00,-3.3322431386e+01,-9.1269581811e-04,3.3322431386e+01
-1.2953846017e-04,1.1713029817e-04,-9.0070086961e+00,1.0014980467e+01,-2.9265485018e+01,2.4668933895e+01,-4.8936312325e+00,-3.3378862482e+01,3.7752350528e-03,3.3378862482e+01
-1.3219233911e-04,1.1665074899e-04,-8.8071391043e+00,1.0256164081e+01,-2.9168037316e+01,2.5027210332e+01,-4.5381215878e+00,-3.3437054832e+01,9.5152342555e-03,3.3437054832e+01
-1.3484670177e-04,1.1616123155e-04,-8.6252849695e+00,1.0494580631e+01,-2.9067999092e+01,2.5372024753e+01,-4.1980967097e+00,-3.3495187352e+01,-6.7803055939e-03,3.3495187352e+01
-1.3750135519e-04,1.1566167639e-04,-8.4604036683e+00,1.0736088078e+01,-2.8963082547e+01,2.5707997531e+01,-3.8692238127e+00,-3.3554262402e+01,-2.2402476917e-02,3.3554262402e+01
-1.4015618569e-04,1.1515199284e-04,-8.3112458237e+00,1.0975887568e+01,-2.8855852230e+01,2.6035238125e+01,-3.5520972867e+00,-3.3615000767e+01,-1.0634101917e-02,3.3615000767e+01
-1.4281102538e-04,1.1463209970e-04,-8.1780979304e+00,1.1216598083e+01,-2.8744750999e+01,2.6354106105e+01,-3.2458742104e+00,-3.3676974719e+01,1.1217270194e-02,3.3676974719e+01
-1.4546574195e-04,1.1410190114e-04,-8.0599444283e+00,1.1457001050e+01,-2.8630393358e+01,2.6665014634e+01,-2.9501155166e+00,-3.3740222270e+01,8.7006367316e-03,3.3740222270e+01
-1.4812019035e-04,1.1356132830e-04,-7.9603186926e+00,1.1696691249e+01,-2.8511798683e+01,2.6963563025e+01,-2.6686383170e+00,-3.3803479059e+01,4.2281071383e-02,3.3803479059e+01
-1.5077419526e-04,1.1301030393e-04,-7.8736652867e+00,1.1938294907e+01,-2.8389043330e+01,2.7258951929e+01,-2.3933910742e+00,-3.3869317542e+01,8.9221719279e-02,3.3869317542e+01
-1.5342766180e-04,1.1244874171e-04,-7.7995884694e+00,1.2177811781e+01,-2.8263666874e+01,2.7548295111e+01,-2.1266120736e+00,-3.3936643269e+01,6.1047711847e-02,3.3936643269e+01
-1.5608042678e-04,1.1187657574e-04,-7.7451073791e+00,1.2416242652e+01,-2.8133469058e+01,2.7823473040e+01,-1.8753985690e+00,-3.4003177868e+01,1.6589005664e-02,3.4003177868e+01
-1.5873231610e-04,1.1129371946e-04,-7.7052737975e+00,1.2657077568e+01,-2.7997636698e+01,2.8093893981e+01,-1.6314379955e+00,-3.4071472500e+01,-6.0848939102e-03,3.4071472500e+01
-1.6138322209e-04,1.1070008971e-04,-7.6788050234e+00,1.2895204931e+01,-2.7858988138e+01,2.8357577308e+01,-1.3966416886e+00,-3.4141151473e+01,-7.6605790266e-02,3.4141151473e+01
-1.6403298211e-04,1.1009562344e-04,-7.6682624257e+00,1.3133637041e+01,-2.7715728169e+01,2.8613810209e+01,-1.1718042703e+00,-3.4212186324e+01,-1.9738529768e-01,3.4212186324e+01
-1.6668145526e-04,1.0948024949e-04,-7.6715862357e+00,1.3371368837e+01,-2.7567674896e+01,2.8863861430e+01,-9.5507239896e-01,-3.4284188732e+01,-2.7914938227e-01,3.4284188732e+01
-1.6932850228e-04,1.0885388478e-04,-7.6891742546e+00,1.3608216165e+01,-2.7414875538e+01,2.9107201205e+01,-7.4697444534e-01,-3.4357075348e+01,-2.8009442820e-01,3.4357075348e+01
-1.7197397125e-04,1.0821645339e-04,-7.7215430036e+00,1.3844271102e+01,-2.7257372000e+01,2.9343970999e+01,-5.4770794641e-01,-3.4431207057e+01,-2.6268678733e-01,3.4431207057e+01
-1.7461772423e-04,1.0756788813e-04,-7.7704265133e+00,1.4079215272e+01,-2.7094972035e+01,2.9572837848e+01,-3.5881338187e-01,-3.4506585166e+01,-2.7321770150e-01,3.4506585166e+01
-1.7725959258e-04,1.0690813100e-04,-7.8307124127e+00,1.4314603850e+01,-2.6926567618e+01,2.9799198072e+01,-1.7406498703e-01,-3.4583215043e+01,-1.8002070476e-01,3.4583215043e+01
-1.7989947807e-04,1.0623709291e-04,-7.9030586002e+00,1.4547074285e+01,-2.6754373776e+01,3.0020729356e+01,3.7599871796e-03,-3.4661192363e+01,4.0436126781e-03,3.4661192363e+01
-1.8253721063e-04,1.0555470772e-04,-7.9907187074e+00,1.4779854484e+01,-2.6576242404e+01,3.0236268632e+01,1.7343727839e-01,-3.4740398390e+01,1.7350752633e-01,3.4740398390e+01
-1.8517266153e-04,1.0486090146e-04,-8.0883366791e+00,1.5011511098e+01,-2.6392680437e+01,3.0448985954e+01,3.3922167944e-01,-3.4820238795e+01,3.3919474697e-01,3.4820238795e+01
-1.8780570639e-04,1.0415560417e-04,-8.1997444808e+00,1.5239825181e+01,-2.6204884952e+01,3.0654717777e+01,4.9619484445e-01,-3.4900824277e+01,4.9619951897e-01,3.4900824277e+01
-1.9043618370e-04,1.0343877368e-04,-8.3248413701e+00,1.5465726592e+01,-2.6011357243e+01,3.0854173970e+01,6.4556634082e-01,-3.4981764954e+01,6.4556611324e-01,3.4981764954e+01
-1.9306394760e-04,1.0271034304e-04,-8.4638103488e+00,1.5687973848e+01,-2.5812600858e+01,3.1046617894e+01,7.8656759541e-01,-3.5062978802e+01,7.8656744142e-01,3.5062978802e+01
-1.9568883586e-04,1.0197025143e-04,-8.6216646152e+00,1.5907762192e+01,-2.5607749065e+01,3.1230343374e+01,9.1614031357e-01,-3.5145553994e+01,9.1614035751e-01,3.5145553994e+01
-1.9831066163e-04,1.0121845288e-04,-8.7891598150e+00,1.6127220772e+01,-2.5394754129e+01,3.1413092718e+01,1.0444005649e+00,-3.5228314509e+01,1.0444005534e+00,3.5228314509e+01
-2.0092933447e-04,1.0045487097e-04,-8.9675410029e+00,1.6341227838e+01,-2.5177887211e+01,3.1591233304e+01,1.1664929441e+00,-3.5311921159e+01,1.1664929459e+00,3.5311921159e+01
-2.0354466646e-04,9.9679477489e-05,-9.1619237776e+00,1.6552879470e+01,-2.4954264760e+01,3.1762438171e+01,1.2799579624e+00,-3.5396146497e+01,1.2799579622e+00,3.5396146497e+01
-2.0615650504e-04,9.8892217111e-05,-9.3677636500e+00,1.6761328293e+01,-2.4723460092e+01,3.1929295249e+01,1.3887753359e+00,-3.5479999078e+01,1.3887753360e+00,3.5479999078e+01
-2.0876470758e-04,9.8093037785e-05,-9.5907386429e+00,1.6964343710e+01,-2.4486918120e+01,3.2087104842e+01,1.4866702384e+00,-3.5564327003e+01,1.4866702385e+00,3.5564327004e+01
-2.1136907311e-04,9.7281905296e-05,-9.8218421301e+00,1.7166319006e+01,-2.4240984475e+01,3.2244610178e+01,1.5850210633e+00,-3.5647847668e+01,1.5850210632e+00,3.5647847668e+01
-2.1396951566e-04,9.6458783793e-05,-1.0069074236e+01,1.7357883799e+01,-2.3992523343e+01,3.2390070479e+01,1.6696171205e+00,-3.5731214700e+01,1.6696171205e+00,3.5731214700e+01
-2.1656578137e-04,9.5623669167e-05,-1.0329817974e+01,1.7548325655e+01,-2.3731919542e+01,3.2530969072e+01,1.7508949926e+00,-3.5812632509e+01,1.7508949926e+00,3.5812632509e+01
-2.1915775387e-04,9.4776513347e-05,-1.0603905055e+01,1.7729606675e+01,-2.3466519805e+01,3.2662937972e+01,1.8227436005e+00,-3.5893168461e+01,1.8227436005e+00,3.5893168461e+01
-2.2174522876e-04,9.3917313660e-05,-1.0893633003e+01,1.7903745887e+01,-2.3193041460e+01,3.2784512716e+01,1.8848100099e+00,-3.5971484473e+01,1.8848100099e+00,3.5971484473e+01
-2.2432800103e-04,9.3046076920e-05,-1.1200321397e+01,1.8068514761e+01,-2.2911384695e+01,3.2893485494e+01,1.9352096586e+00,-3.6046915751e+01,1.9352096586e+00,3.6046915751e+01
-2.2690587976e-04,9.2162828009e-05,-1.1521074085e+01,1.8222684835e+01,-2.2620991264e+01,3.2989111602e+01,1.9752397894e+00,-3.6117305138e+01,1.9752397894e+00,3.6117305138e+01
-2.2947862228e-04,9.1267578418e-05,-1.1862497218e+01,1.8362314372e+01,-2.2321535414e+01,3.3064008837e+01,1.9974980866e+00,-3.6181530719e+01,1.9974980866e+00,3.6181530719e+01
-2.3204595482e-04,9.0360366647e-05,-1.2223915149e+01,1.8483316140e+01,-2.2011733589e+01,3.3112040411e+01,1.9994210753e+00,-3.6235069814e+01,1.9994210753e+00,3.6235069814e+01
-2.3460753946e-04,8.9441237071e-05,-1.2629265425e+01,1.8573184809e+01,-2.1694454960e+01,3.3107631857e+01,1.9528399726e+00,-3.6276560357e+01,1.9528399726e+00,3.6276560357e+01
-2.3716272074e-04,8.8510329330e-05,-1.3095466854e+01,1.8627005956e+01,-2.1355431626e+01,3.3038750311e+01,1.8494821460e+00,-3.6300380625e+01,1.8494821460e+00,3.6300380625e+01
-2.3971061752e-04,8.7567554925e-05,-1.3679575499e+01,1.8637208224e+01,-2.0999600322e+01,3.2891960917e+01,1.6505945789e+00,-3.6329770400e+01,1.6505945789e+00,3.6329770400e+01
-2.4224936245e-04,8.6612965990e-05,-1.4641415157e+01,1.8642024726e+01,-2.0589826507e+01,3.2685805039e+01,1.2555375063e+00,-3.6486779169e+01,1.2555375063e+00,3.6486779169e+01
-2.4477724471e-04,8.5646401262e-05,-1.5784862431e+01,1.8806320633e+01,-2.0173220065e+01,3.2784765007e+01,9.4925165430e-01,-3.6907334150e+01,9.4925165430e-01,3.6907334150e+01
-2.4729555897e-04,8.4668291960e-05,-1.6631319349e+01,1.9245386065e+01,-1.9611097599e+01,3.3414045249e+01,1.1703995452e+00,-3.7412816494e+01,1.1703995452e+00,3.7412816494e+01
-2.4980789011e-04,8.3678159699e-05,-1.7047658068e+01,1.9815679271e+01,-1.8973890180e+01,3.4342233481e+01,1.8167236212e+00,-3.7838271869e+01,1.8167236212e+00,3.7838271869e+01
-2.5231703521e-04,8.2675219063e-05,-1.7123163580e+01,2.0367587890e+01,-1.8373711001e+01,3.5273842207e+01,2.6169250037e+00,-3.8113799584e+01,2.6169250037e+00,3.8113799584e+01
-2.5482413145e-04,8.1659258566e-05,-1.7107098454e+01,2.0785725880e+01,-1.7856203652e+01,3.5989235977e+01,3.2967440266e+00,-3.8260046132e+01,3.2967440266e+00,3.8260046132e+01
-2.5732844393e-04,8.0630784887e-05,-1.7168439288e+01,2.1088516467e+01,-1.7371803994e+01,3.6512025014e+01,3.8101058296e+00,-3.8350349111e+01,3.8101058296e+00,3.8350349111e+01
-2.5982901690e-04,7.9590151428e-05,-1.7337835250e+01,2.1322774664e+01,-1.6908873741e+01,3.6922273447e+01,4.1937300181e+00,-3.8440439009e+01,4.1937300181e+00,3.8440439009e+01
-2.6232507654e-04,7.8537871454e-05,-1.7568020998e+01,2.1544444177e+01,-1.6422745815e+01,3.7310613426e+01,4.5459092985e+00,-3.8536676111e+01,4.5459092985e+00,3.8536676111e+01
-2.6481639679e-04,7.7474346743e-05,-1.7822762802e+01,2.1751611801e+01,-1.5930901146e+01,3.7691673428e+01,4.8844658259e+00,-3.8638129774e+01,4.8844658259e+00,3.8638129774e+01
-2.6730282251e-04,7.6400021070e-05,-1.8103464282e+01,2.1950727853e+01,-1.5423812875e+01,3.8070740299e+01,5.2165135813e+00,-3.8743790738e+01,5.2165135813e+00,3.8743790738e+01
-2.6978425772e-04,7.5315443676e-05,-1.8399714313e+01,2.2148565489e+01,-1.4898104623e+01,3.8455334473e+01,5.5532882418e+00,-3.8851107177e+01,5.5532882418e+00,3.8851107177e+01
-2.7226074877e-04,7.4221206062e-05,-1.8694243894e+01,2.2347409254e+01,-1.4352107163e+01,3.8856135430e+01,5.9104247218e+00,-3.8956775779e+01,5.9104247218e+00,3.8956775779e+01
-2.7473243476e-04,7.3117961416e-05,-1.9000168982e+01,2.2545881515e+01,-1.3792920994e+01,3.9274116699e+01,6.2783768607e+00,-3.9071466837e+01,6.2783768607e+00,3.9071466837e+01
-2.7719943980e-04,7.2006516974e-05,-1.9263865056e+01,2.2760883437e+01,-1.3207806566e+01,3.9738163484e+01,6.7070035734e+00,-3.9178675195e+01,6.7070035734e+00,3.9178675195e+01
-2.7966228850e-04,7.0887732787e-05,-1.9517978369e+01,2.2973962424e+01,-1.2612533844e+01,4.0219364122e+01,7.1554045958e+00,-3.9285916809e+01,7.1554045958e+00,3.9285916809e+01
-2.8212125901e-04,6.9762825292e-05,-1.9747790937e+01,2.3216273922e+01,-1.1983238168e+01,4.0734151518e+01,7.6523587918e+00,-3.9383387896e+01,7.6523587918e+00,3.9383387896e+01
-2.8457702198e-04,6.8633085874e-05,-1.9943442694e+01,2.3476910746e+01,-1.1333564204e+01,4.1294495690e+01,8.2028847539e+00,-3.9479891651e+01,8.2028847539e+00,3.9479891651e+01
-2.8703033417e-04,6.7500060526e-05,-2.0082216334e+01,2.3766755887e+01,-1.0661102156e+01,4.1909702671e+01,8.8249188738e+00,-3.9568237363e+01,8.8249188738e+00,3.9568237363e+01
-2.8948219895e-04,6.6365655886e-05,-2.0136650173e+01,2.4096274313e+01,-9.9648761576e+00,4.2588686724e+01,9.5378265792e+00,-3.9639352910e+01,9.5378265792e+00,3.9639352910e+01
