x_m,y_m,sigma_xx_Pa,sigma_xy_Pa,sigma_yy_Pa,von_mises_Pa,sigma_max_principal_Pa,sigma_min_principal_Pa,sigma_tension_Pa,sigma_comp_mag_Pa
-1.4550436309e-04,6.7828097453e-05,4.6385729313e+01,1.7306553333e+01,-3.5312783268e+01,7.6839186788e+01,4.9899598199e+01,-3.8826652154e+01,4.9899598199e+01,3.8826652154e+01
-1.3936899189e-04,8.5044692749e-05,2.2261699365e+01,1.4151748707e+01,-3.2613846516e+01,5.3470660586e+01,2.5695226707e+01,-3.6047373859e+01,2.5695226693e+01,3.6047373859e+01
2.5255864317e-04,7.7951680425e-05,-3.5625579635e+00,-5.9736131815e+00,-1.2105877327e+01,1.2718248229e+01,-4.9133360666e-01,-1.5177101684e+01,1.0795528269e-02,1.5177101684e+01
-3.1952836158e-04,1.8793277666e-06,2.9057342785e+02,9.2153470795e+01,1.0493125321e+01,2.9034207079e+02,3.1816234931e+02,-1.7095796144e+01,3.1816234931e+02,1.7095796144e+01
-3.1516794459e-04,3.7476079133e-06,2.7222125597e+02,8.7975114632e+01,9.6706121920e+00,2.7369864040e+02,2.9896591780e+02,-1.7074049629e+01,2.9896591780e+02,1.7074049629e+01
3.2049525648e-04,3.2297992358e-06,1.2364108034e+01,-1.8002985179e+01,-6.2846216443e+00,3.5114746448e+01,2.3313251510e+01,-1.7233765120e+01,2.3313251510e+01,1.7233765120e+01
3.1303129605e-04,6.1680800886e-06,1.5142038622e+01,-1.8268786662e+01,-6.8723959690e+00,3.6942909447e+01,2.5463820040e+01,-1.7194177387e+01,2.5463820040e+01,1.7194177387e+01
3.2107270696e-04,6.6092807779e-06,4.3818333824e+00,-1.3762300745e+01,-8.2087293718e+00,2.6209926664e+01,1.3218860220e+01,-1.7045756209e+01,1.3218860220e+01,1.7045756209e+01
-2.5076625834e-04,6.9676711630e-05,7.0517955480e+00,2.9801556243e+01,-1.7101643829e+01,5.5686136281e+01,2.7125481631e+01,-3.7175329912e+01,2.7125481631e+01,3.7175329912e+01
-2.5070947641e-04,7.2084197328e-05,2.4137645727e+00,2.8140596979e+01,-1.7336563946e+01,5.1645493452e+01,2.2356139860e+01,-3.7278939234e+01,2.2356139860e+01,3.7278939234e+01
-2.4836892448e-04,7.1391759307e-05,5.3377958040e+00,2.8835058896e+01,-1.7717805753e+01,5.3778599729e+01,2.4859084056e+01,-3.7239094005e+01,2.4859084056e+01,3.7239094005e+01
3.7869758618e-05,9.9360075719e-05,7.4616840758e+00,1.1691649912e+00,-2.7494420607e+01,3.0329014338e+01,7.4940963260e+00,-2.7526832858e+01,7.4928617405e+00,2.7526832858e+01
1.0829268120e-04,1.1419391793e-04,-9.0904585753e+00,2.3440887345e+00,-2.1313408768e+01,1.1326665734e+01,-8.6624801609e+00,-2.1741387182e+01,3.8551647540e-06,2.1741387182e+01
2.7545920441e-04,3.6309898919e-05,-2.2085338027e+00,-6.3153066802e+00,-1.3478599754e+01,1.4657566902e+01,6.1898341850e-01,-1.6306116975e+01,6.1927243732e-01,1.6306116975e+01
2.7630671677e-04,3.9930468802e-05,-2.2312377032e+00,-6.6735510952e+00,-1.2990768416e+01,1.4843519070e+01,9.5890667110e-01,-1.6180912791e+01,9.5894736338e-01,1.6180912791e+01
2.7215408725e-04,3.9255012873e-05,-2.3075002111e+00,-6.2408745486e+00,-1.3443674645e+01,1.4484285867e+01,4.8691891650e-01,-1.6238093772e+01,4.7656225401e-01,1.6238093772e+01
2.4963710391e-04,1.3950381127e-04,-1.1153789933e+00,-7.0205333435e+00,-9.3675592161e+00,1.4103748660e+01,2.9013339805e+00,-1.3384272190e+01,2.9013341858e+00,1.3384272190e+01
2.5358971396e-04,1.4046883168e-04,-1.1064279955e+00,-7.0668721387e+00,-9.1109982918e+00,1.4065931620e+01,3.0122562635e+00,-1.3229682551e+01,3.0122562043e+00,1.3229682551e+01
2.4603668256e-04,1.4222409311e-04,-8.3234944831e-01,-6.9200486021e+00,-9.5360498891e+00,1.4158193470e+01,2.9900371424e+00,-1.3358436480e+01,2.9900373587e+00,1.3358436480e+01
2.4210832893e-04,1.4127640274e-04,-8.6763555602e-01,-6.8646413267e+00,-9.7784566426e+00,1.4173955871e+01,2.8602911383e+00,-1.3506383337e+01,2.8602902399e+00,1.3506383337e+01
2.4222596266e-04,1.4476360664e-04,-5.3595274743e-01,-6.8175446732e+00,-9.7131224627e+00,1.4232813159e+01,3.0927809036e+00,-1.3341856114e+01,3.0927811810e+00,1.3341856114e+01
2.5709090515e-04,1.3763227380e-04,-1.3717405185e+00,-7.1716960723e+00,-8.9332900883e+00,1.4041393042e+01,2.9542867489e+00,-1.3259317356e+01,2.9542866818e+00,1.3259317356e+01
2.4169163587e-04,1.3751042643e-04,-1.2171517372e+00,-6.8827217964e+00,-9.8783180567e+00,1.4083993057e+01,2.5836622858e+00,-1.3679132080e+01,2.5836653573e+00,1.3679132080e+01
2.1946078497e-04,1.4635636964e-04,-1.2213686493e-01,-6.3822916848e+00,-1.0868366257e+01,1.4449446624e+01,2.8471403372e+00,-1.3837643459e+01,2.8471627528e+00,1.3837643459e+01
2.1584249705e-04,1.4902085822e-04,3.0950544277e-01,-6.2974146582e+00,-1.0986749233e+01,1.4650860925e+01,3.1200566037e+00,-1.3797300394e+01,3.1200485835e+00,1.3797300394e+01
2.1185064792e-04,1.4790473484e-04,1.2934771216e-01,-6.2145378075e+00,-1.1198466743e+01,1.4562737749e+01,2.8732410442e+00,-1.3942360075e+01,2.8733054775e+00,1.3942360075e+01
2.1220330511e-04,1.5166163284e-04,7.9127203391e-01,-6.2038462983e+00,-1.1104003217e+01,1.4884474440e+01,3.4371897328e+00,-1.3749920916e+01,3.4371675361e+00,1.3749920916e+01
2.1614933840e-04,1.5255443521e-04,8.8677143371e-01,-6.2618234251e+00,-1.0906497739e+01,1.4896381247e+01,3.5905665700e+00,-1.3610292876e+01,3.5905716806e+00,1.3610292876e+01
2.1222150182e-04,1.5551289945e-04,1.4782880240e+00,-6.1349261758e+00,-1.1034984550e+01,1.5175507025e+01,3.9832348028e+00,-1.3539931329e+01,3.9832407936e+00,1.3539931329e+01
2.0786650385e-04,1.4676926185e-04,-9.8064128950e-02,-6.1122439106e+00,-1.1413024188e+01,1.4424783477e+01,2.5726084651e+00,-1.4083696782e+01,2.5722977820e+00,1.4083696782e+01
2.1986532871e-04,1.5001367391e-04,4.3107280237e-01,-6.3656119162e+00,-1.0776846241e+01,1.4688296140e+01,3.3074050113e+00,-1.3653178449e+01,3.3074035015e+00,1.3653178449e+01
2.2428933354e-04,1.5159157300e-04,5.9055289041e-01,-6.4159784728e+00,-1.0537299770e+01,1.4708004106e+01,3.5182966899e+00,-1.3465043570e+01,3.5182981843e+00,1.3465043570e+01
2.0833465794e-04,1.5412593417e-04,1.3030758934e+00,-6.0955024283e+00,-1.1232291529e+01,1.5142029450e+01,3.7776469617e+00,-1.3706862597e+01,3.7776273163e+00,1.3706862597e+01
2.2744712797e-04,1.4850669707e-04,1.1737884253e-01,-6.5184388362e+00,-1.0432972168e+01,1.4523210959e+01,3.2271830940e+00,-1.3542776419e+01,3.2271872664e+00,1.3542776419e+01
-1.7454451591e-04,4.4891607156e-05,8.9286025252e+01,2.6808937860e+01,-3.6972503425e+01,1.1879202422e+02,9.4741368073e+01,-4.2427846245e+01,9.4741368073e+01,4.2427846245e+01
2.2802321774e-04,1.1927630836e-04,-3.1225081782e+00,-6.0587918405e+00,-1.1342795258e+01,1.2680575075e+01,8.8481715218e-02,-1.4553785151e+01,5.8028306777e-02,1.4553785151e+01
2.3198006945e-04,1.2031209856e-04,-2.8933954781e+00,-6.2848317254e+00,-1.1042282439e+01,1.2972700360e+01,5.2195308658e-01,-1.4457631004e+01,5.3008866852e-01,1.4457631004e+01
-2.5356565647e-04,6.0863198760e-05,2.4526446056e+01,3.5488075272e+01,-1.5977621095e+01,7.0763785312e+01,4.5129902981e+01,-3.6581078019e+01,4.5129902981e+01,3.6581078019e+01
-2.5613556043e-04,5.9166826819e-05,2.7054771483e+01,3.6487321026e+01,-1.5250673338e+01,7.3041586125e+01,4.8072628478e+01,-3.6268530336e+01,4.8072628475e+01,3.6268530334e+01
2.5311481629e-04,2.4809126366e-05,2.4003942720e+01,-1.5720458545e+01,-1.2513305622e+01,4.1728266229e+01,2.9837144290e+01,-1.8346507191e+01,2.9837115187e+01,1.8346507191e+01
2.4973765259e-04,2.7386690355e-05,2.3749535315e+01,-1.5131905484e+01,-1.2620564358e+01,4.0973056588e+01,2.9220290729e+01,-1.8091319772e+01,2.9220346481e+01,1.8091319772e+01
2.4570159005e-04,2.7025335818e-05,2.3776226490e+01,-1.4453569713e+01,-1.3287639797e+01,4.0704412438e+01,2.8744996825e+01,-1.8256410132e+01,2.8744942743e+01,1.8256410132e+01
2.4636450972e-04,2.9944875285e-05,2.3492984317e+01,-1.4609429904e+01,-1.2693935458e+01,4.0277267097e+01,2.8653615430e+01,-1.7854566571e+01,2.8653924756e+01,1.7854566571e+01
2.4233512317e-04,2.9556349857e-05,2.3429896608e+01,-1.3941862757e+01,-1.3328342085e+01,3.9954415545e+01,2.8118469832e+01,-1.8016915309e+01,2.8118397938e+01,1.8016915309e+01
2.5038426977e-04,3.0312050447e-05,2.3438779151e+01,-1.5245650572e+01,-1.2058133820e+01,4.0522440291e+01,2.9085964476e+01,-1.7705319145e+01,2.9085356835e+01,1.7705319145e+01
2.4165946716e-04,2.6644177561e-05,2.4109397915e+01,-1.4038171850e+01,-1.3688122044e+01,4.0775409972e+01,2.8752331859e+01,-1.8331055988e+01,2.8752354255e+01,1.8331055988e+01
2.3830094941e-04,2.9149141186e-05,2.3720036140e+01,-1.3547026700e+01,-1.3697499794e+01,4.0006996424e+01,2.8109318328e+01,-1.8086781982e+01,2.8109312925e+01,1.8086781982e+01
2.4299646154e-04,3.2485453736e-05,2.3134248046e+01,-1.4114311478e+01,-1.2786361478e+01,3.9562451516e+01,2.8015335316e+01,-1.7667448749e+01,2.8015324622e+01,1.7667448749e+01
2.3762318953e-04,2.6249367228e-05,2.4849349356e+01,-1.3914626710e+01,-1.3855451955e+01,4.1284098300e+01,2.9332333967e+01,-1.8338436566e+01,2.9332329365e+01,1.8338436566e+01
2.3427247381e-04,2.8729152654e-05,2.4375594670e+01,-1.3405249357e+01,-1.3875674752e+01,4.0453148974e+01,2.8605596408e+01,-1.8105676491e+01,2.8605610521e+01,1.8105676491e+01
2.3494854012e-04,3.1639900785e-05,2.3298728669e+01,-1.3103201609e+01,-1.3704547196e+01,3.9267750766e+01,2.7468337212e+01,-1.7874155739e+01,2.7468239794e+01,1.7874155739e+01
2.3092851123e-04,3.1195920650e-05,2.3876316395e+01,-1.2943720205e+01,-1.3899201886e+01,3.9659124672e+01,2.7885763560e+01,-1.7908649051e+01,2.7885794209e+01,1.7908649051e+01
2.3025432196e-04,2.8300409858e-05,2.5240336711e+01,-1.3374134432e+01,-1.3997255671e+01,4.1125284362e+01,2.9365234517e+01,-1.8122153477e+01,2.9365227425e+01,1.8122153477e+01
2.5376220472e-04,2.7726294180e-05,2.3778422795e+01,-1.5837643176e+01,-1.1881608732e+01,4.1304023192e+01,2.9795295940e+01,-1.7898481877e+01,2.9795339931e+01,1.7898481877e+01
2.5439162623e-04,3.0658059072e-05,2.3494384428e+01,-1.5968744323e+01,-1.1268382423e+01,4.0879757979e+01,2.9714940275e+01,-1.7488938271e+01,2.9715628244e+01,1.7488938271e+01
2.5777394305e-04,2.8043931654e-05,2.3582388852e+01,-1.6436855183e+01,-1.1177677816e+01,4.1429438819e+01,3.0121653173e+01,-1.7716942136e+01,3.0121210300e+01,1.7716942136e+01
3.4118200987e-04,2.5989037522e-05,-4.4552217307e-01,-1.3207967088e+01,-1.8864454501e+00,2.2906222458e+01,1.2058929891e+01,-1.4390897514e+01,1.2058929891e+01,1.4390897510e+01
-2.0110361807e-04,2.3171933858e-05,1.5351708439e+02,3.4799975489e+01,-3.8593290741e+01,1.7695180937e+02,1.5962507160e+02,-4.4701277950e+01,1.5962507160e+02,4.4701277950e+01
-2.0192232067e-04,2.4833544638e-05,1.4783463830e+02,3.5251807431e+01,-3.7877113997e+01,1.7202829692e+02,1.5429934569e+02,-4.4341821383e+01,1.5429934569e+02,4.4341821383e+01
-2.0545818753e-04,2.4882210404e-05,1.4799673059e+02,3.6420215303e+01,-3.7076304377e+01,1.7224200608e+02,1.5490418168e+02,-4.3983755473e+01,1.5490418168e+02,4.3983755473e+01
-2.0269912685e-04,2.6506815933e-05,1.4213519456e+02,3.5641115735e+01,-3.7162122123e+01,1.6709445982e+02,1.4895856758e+02,-4.3985495136e+01,1.4895856758e+02,4.3985495136e+01
-1.9995896469e-04,2.8147341543e-05,1.3644589857e+02,3.4846919931e+01,-3.7226265628e+01,1.6206026733e+02,1.4317535544e+02,-4.3955722500e+01,1.4317535544e+02,4.3955722500e+01
-2.0821931043e-04,2.3268650592e-05,1.5404931819e+02,3.7175556655e+01,-3.6972662177e+01,1.7751628025e+02,1.6102740020e+02,-4.3950744183e+01,1.6102740020e+02,4.3950744183e+01
-2.1173534194e-04,2.3322997623e-05,1.5425947980e+02,3.8380738051e+01,-3.6090685460e+01,1.7774418515e+02,1.6170505031e+02,-4.3536255971e+01,1.6170505031e+02,4.3536255971e+01
-2.0892409518e-04,2.4941305477e-05,1.4809241639e+02,3.7584138186e+01,-3.6238426043e+01,1.7239498470e+02,1.5545928600e+02,-4.3605295653e+01,1.5545928600e+02,4.3605295653e+01
-2.1454480300e-04,2.1714750576e-05,1.6063788065e+02,3.9149850448e+01,-3.5921774917e+01,1.8323123808e+02,1.6814665749e+02,-4.3430551762e+01,1.6814665749e+02,4.3430551762e+01
-2.1520856591e-04,2.3385072753e-05,1.5440731770e+02,3.9590625037e+01,-3.5159369327e+01,1.7791204535e+02,1.6234154146e+02,-4.3093593085e+01,1.6234154146e+02,4.3093593085e+01
-2.1805725821e-04,2.1769249113e-05,1.6092360381e+02,4.0400897273e+01,-3.4941586685e+01,1.8348784962e+02,1.6892776794e+02,-4.2945750810e+01,1.6892776794e+02,4.2945750810e+01
-1.8894306454e-04,8.9241763515e-05,7.1867009287e+00,1.9768250917e+01,-2.6668054613e+01,4.5074522748e+01,1.6283111000e+01,-3.5764464684e+01,1.6283111017e+01,3.5764464684e+01
1.6579280026e-04,8.3010896773e-05,-3.0695025216e+00,-2.6780352265e+00,-1.6511628441e+01,1.2535380355e+01,-2.5532602591e+00,-1.7027870704e+01,4.3660780160e-02,1.7027870704e+01
1.6256963376e-04,8.5372495840e-05,-3.4911987519e+00,-2.4519392095e+00,-1.6580509726e+01,1.2109227664e+01,-3.0445883879e+00,-1.7027120091e+01,4.2234950456e-02,1.7027120091e+01
1.5878254735e-04,8.4235632257e-05,-2.3801819864e+00,-2.8220227690e+00,-1.6488224495e+01,1.3163679645e+01,-1.8341492536e+00,-1.7034257227e+01,-5.9360270813e-02,1.7034257227e+01
2.4700902595e-04,3.2878457657e-05,2.3133409648e+01,-1.4726903094e+01,-1.2184699119e+01,3.9824039605e+01,2.8466775251e+01,-1.7518064722e+01,2.8465607869e+01,1.7518064722e+01
-2.3210867952e-04,8.1290981618e-05,-8.7714776618e-01,2.3672269257e+01,-2.0979804824e+01,4.4539051831e+01,1.4786157269e+01,-3.6643109859e+01,1.4786157269e+01,3.6643109859e+01
-2.3452633360e-04,8.1889255435e-05,-3.1826031090e+00,2.3127556532e+01,-2.0683991381e+01,4.2823422294e+01,1.2790817144e+01,-3.6657411634e+01,1.2790817144e+01,3.6657411634e+01
-2.3227365534e-04,8.3631902696e-05,-4.2203183778e+00,2.2281749020e+01,-2.1143926400e+01,4.1276972654e+01,1.1149148884e+01,-3.6513393662e+01,1.1149148884e+01,3.6513393662e+01
-2.3470512214e-04,8.4283532841e-05,-6.5518559596e+00,2.1630042079e+01,-2.0906871837e+01,3.9467732641e+01,9.0573421659e+00,-3.6516069963e+01,9.0573421659e+00,3.6516069963e+01
-3.3642256545e-04,2.0371327591e-05,6.6770809472e+01,3.9280092737e+01,1.3935163336e+00,8.8518042472e+01,8.5188078552e+01,-1.7023752747e+01,8.5188078552e+01,1.7023752595e+01
-1.8828018145e-04,7.6527820465e-05,2.4565858587e+01,2.3473356654e+01,-2.8073010763e+01,6.1080302030e+01,3.3511152731e+01,-3.7018304908e+01,3.3511152731e+01,3.7018304908e+01
-1.8610275381e-04,7.8379086455e-05,2.2434791546e+01,2.2661353300e+01,-2.8149266673e+01,5.8816328157e+01,3.1100385331e+01,-3.6814860458e+01,3.1100385331e+01,3.6814860458e+01
1.5079571607e-04,7.8760159766e-05,3.0651954088e+00,-4.6810988252e+00,-1.5914564361e+01,1.8337467194e+01,4.1624571444e+00,-1.7011826097e+01,4.2075312184e+00,1.7011826097e+01
1.4766794698e-04,8.1015408247e-05,2.2085568460e+00,-4.3154911913e+00,-1.6027406633e+01,1.7482288457e+01,3.1839790535e+00,-1.7002828840e+01,3.2089407670e+00,1.7002828840e+01
-3.4736559214e-04,1.5457092134e-05,6.3783048889e+01,3.7656775471e+01,4.5260146604e-01,8.5222478726e+01,8.1321046211e+01,-1.7085395856e+01,8.1321046211e+01,1.7085399386e+01
-3.4543341335e-04,1.8972367050e-05,5.7466791519e+01,3.4310113859e+01,-1.1786117501e+00,7.8165462608e+01,7.3272940763e+01,-1.6984760994e+01,7.3272940763e+01,1.6984758344e+01
-2.2987627064e-04,8.3071879329e-05,-2.0819964339e+00,2.2800656261e+01,-2.1415634805e+01,4.2889791078e+01,1.3013616805e+01,-3.6511248044e+01,1.3013616805e+01,3.6511248044e+01
-2.3012635130e-04,8.5273581898e-05,-5.1326557772e+00,2.1537773049e+01,-2.1567464498e+01,3.9923559521e+01,9.6998176989e+00,-3.6399937974e+01,9.6998176989e+00,3.6399937974e+01
1.8525091525e-04,1.5807448891e-04,2.6949582688e+00,-5.5381746357e+00,-1.2133155584e+01,1.6026652540e+01,4.5338935007e+00,-1.3972090816e+01,4.5339243614e+00,1.3972090816e+01
2.5001391637e-04,1.4380837111e-04,-7.7192884625e-01,-6.9495805999e+00,-9.2797199222e+00,1.4111888668e+01,3.1216783372e+00,-1.3173327106e+01,3.1216782839e+00,1.3173327106e+01
2.5432573288e-04,1.4426940308e-04,-8.3668871001e-01,-6.9922933032e+00,-9.0164488116e+00,1.4029875802e+01,3.1735838101e+00,-1.3026721332e+01,3.1735838285e+00,1.3026721332e+01
-2.0571433388e-04,1.2047799644e-05,1.9453838275e+02,3.3748077058e+01,-4.1259708050e+01,2.1240600862e+02,1.9927200361e+02,-4.5993328904e+01,1.9927200361e+02,4.5993328904e+01
-2.0296190298e-04,1.3589659360e-05,1.8809931430e+02,3.3364798937e+01,-4.1320148786e+01,2.0691447625e+02,1.9285171132e+02,-4.6072545803e+01,1.9285171132e+02,4.6072545803e+01
-1.9920844670e-04,1.3570625406e-05,1.8706661864e+02,3.2188051046e+01,-4.2037844989e+01,2.0609202022e+02,1.9150167018e+02,-4.6472896525e+01,1.9150167018e+02,4.6472896525e+01
-2.0021766935e-04,1.5141138914e-05,1.8177351885e+02,3.2936429670e+01,-4.1360464766e+01,2.0148213380e+02,1.8653229123e+02,-4.6119237143e+01,1.8653229123e+02,4.6119237143e+01
-1.9650325324e-04,1.5117061088e-05,1.8089174474e+02,3.1776054374e+01,-4.2050912254e+01,2.0076311722e+02,1.8533105601e+02,-4.6490223525e+01,1.8533105601e+02,4.6490223525e+01
-1.9750557666e-04,1.6696477270e-05,1.7559694248e+02,3.2472622479e+01,-4.1380044207e+01,1.9614219000e+02,1.8035119534e+02,-4.6134297060e+01,1.8035119534e+02,4.6134297060e+01
-1.9544928753e-04,1.3553053399e-05,1.8607140901e+02,3.1041232054e+01,-4.2709332391e+01,2.0529314291e+02,1.9020708963e+02,-4.6845013012e+01,1.9020708963e+02,4.6845013012e+01
-1.9276015551e-04,1.5100299126e-05,1.8001332019e+02,3.0638094177e+01,-4.2700300310e+01,2.0004064400e+02,1.8415002960e+02,-4.6837009724e+01,1.8415002960e+02,4.6837009724e+01
2.5929343865e-04,7.2201440132e-05,-3.2965525597e+00,-6.2897744636e+00,-1.1935190693e+01,1.3213996735e+01,1.3232945597e-02,-1.5244976199e+01,3.6589926874e-03,1.5244976199e+01
1.6938147461e-04,1.5284369792e-04,5.7999080033e-01,-4.8726667268e+00,-1.3082169159e+01,1.4532005523e+01,2.1389681216e+00,-1.4641146480e+01,2.1590868263e+00,1.4641146480e+01
1.6946195373e-04,1.5659015903e-04,2.1804605254e+00,-5.0193112385e+00,-1.2880101032e+01,1.5672375167e+01,3.6986297682e+00,-1.4398270274e+01,3.6959011572e+00,1.4398270274e+01
1.7336148685e-04,1.5791913481e-04,2.7844265965e+00,-5.1888329566e+00,-1.2644462216e+01,1.6100626550e+01,4.3656832634e+00,-1.4225718882e+01,4.3672237634e+00,1.4225718882e+01
1.6954056725e-04,1.6031129754e-04,3.8876040598e+00,-5.0244281304e+00,-1.2722282340e+01,1.6808944691e+01,5.2873096022e+00,-1.4121987882e+01,5.2874439887e+00,1.4121987882e+01
3.2249293918e-04,8.4296487774e-05,-3.7086939115e+00,-9.8363356370e+00,-3.0909677272e+00,1.7043294936e+01,6.4401200996e+00,-1.3239781738e+01,6.4401200996e+00,1.3239781738e+01
2.2094726143e-04,2.1831792479e-05,3.2763681680e+01,-1.5353395312e+01,-1.4034335119e+01,4.8474438340e+01,3.7351403305e+01,-1.8622056744e+01,3.7351403267e+01,1.8622056744e+01
2.1761699989e-04,2.4195325794e-05,3.1582070278e+01,-1.4580090938e+01,-1.4142155907e+01,4.6966088370e+01,3.5835840949e+01,-1.8395926578e+01,3.5835840933e+01,1.8395926578e+01
2.1365020542e-04,2.3783513217e-05,3.3442318447e+01,-1.4839500061e+01,-1.4196524578e+01,4.8608467374e+01,3.7687008658e+01,-1.8441214789e+01,3.7687008647e+01,1.8441214789e+01
2.1429776772e-04,2.6550008745e-05,3.0497693887e+01,-1.3891488719e+01,-1.4249592061e+01,4.5614744785e+01,3.4459736094e+01,-1.8211634268e+01,3.4459736198e+01,1.8211634268e+01
2.1033623115e-04,2.6113156145e-05,3.2167511772e+01,-1.4100828155e+01,-1.4325901399e+01,4.7093306444e+01,3.6110138339e+01,-1.8268527966e+01,3.6110138294e+01,1.8268527966e+01
2.1826958722e-04,2.6988617309e-05,2.8941328201e+01,-1.3699218324e+01,-1.4191122580e+01,4.4253166412e+01,3.2924680351e+01,-1.8174474730e+01,3.2924680231e+01,1.8174474730e+01
2.1495614504e-04,2.9360036696e-05,2.7952378009e+01,-1.3090448247e+01,-1.4266355942e+01,4.3022411864e+01,3.1682012105e+01,-1.7995990038e+01,3.1682011489e+01,1.7995990038e+01
2.0969257298e-04,2.3374995758e-05,3.5482098863e+01,-1.5129836908e+01,-1.4266021965e+01,5.0427861684e+01,3.9722577967e+01,-1.8506501069e+01,3.9722577975e+01,1.8506501069e+01
2.0638297324e-04,2.5679389219e-05,3.3997203867e+01,-1.4339671735e+01,-1.4405160036e+01,4.8724100321e+01,3.7926894352e+01,-1.8334850521e+01,3.7926894365e+01,1.8334850521e+01
2.0703450798e-04,2.8436211921e-05,3.0949008446e+01,-1.3420004220e+01,-1.4444397522e+01,4.5670110039e+01,3.4619955787e+01,-1.8115344863e+01,3.4619955759e+01,1.8115344863e+01
2.0308644419e-04,2.7978151827e-05,3.2652212975e+01,-1.3627661924e+01,-1.4544336814e+01,4.7199964644e+01,3.6304850374e+01,-1.8196974213e+01,3.6304850368e+01,1.8196974213e+01
2.0243929041e-04,2.5249640897e-05,3.5997204000e+01,-1.4608799024e+01,-1.4498877619e+01,5.0524420485e+01,3.9919450958e+01,-1.8421124577e+01,3.9919450956e+01,1.8421124577e+01
2.2159447496e-04,2.4608988015e-05,2.9916451234e+01,-1.4360188690e+01,-1.4102197950e+01,4.5518225682e+01,3.4187086493e+01,-1.8372833208e+01,3.4187086639e+01,1.8372833208e+01
2.2225213886e-04,2.7427754303e-05,2.7523588100e+01,-1.3543741303e+01,-1.4117641689e+01,4.3021137771e+01,3.1541238678e+01,-1.8135292268e+01,3.1541238408e+01,1.8135292268e+01
2.2558266372e-04,2.5022815096e-05,2.8384488406e+01,-1.4170558507e+01,-1.4055196787e+01,4.4195951975e+01,3.2681190579e+01,-1.8351898961e+01,3.2681190059e+01,1.8351898961e+01
2.2624686473e-04,2.7865724203e-05,2.6289661115e+01,-1.3423429034e+01,-1.4076166974e+01,4.1983721980e+01,3.0346060258e+01,-1.8132566116e+01,3.0346062391e+01,1.8132566116e+01
2.2291943945e-04,3.0284652465e-05,2.5597912403e+01,-1.2899840313e+01,-1.4119694650e+01,4.1016424094e+01,2.9419952368e+01,-1.7941734616e+01,2.9419950980e+01,1.7941734616e+01
2.2958351606e-04,2.5435899851e-05,2.6967021013e+01,-1.3990640386e+01,-1.4019075560e+01,4.2978192335e+01,3.1287443641e+01,-1.8339498187e+01,3.1287444748e+01,1.8339498187e+01
2.2892252409e-04,2.2607242163e-05,2.9210672929e+01,-1.4844667084e+01,-1.3973283263e+01,4.5384590036e+01,3.3821500107e+01,-1.8584110441e+01,3.3821500023e+01,1.8584110441e+01
2.3292870227e-04,2.2993676301e-05,2.7673627009e+01,-1.4630159798e+01,-1.3970799437e+01,4.4077517168e+01,3.2299580188e+01,-1.8596752616e+01,3.2299579919e+01,1.8596752616e+01
1.6816232599e-04,5.5889420862e-05,1.6936444169e+01,-7.8887146076e+00,-1.5827711458e+01,3.1492302451e+01,1.8736455653e+01,-1.7627722942e+01,1.8736474567e+01,1.7627722942e+01
1.6496045359e-04,5.8144714383e-05,1.5721870825e+01,-7.4917741694e+00,-1.5970465661e+01,3.0358373922e+01,1.7403117938e+01,-1.7651712774e+01,1.7403122149e+01,1.7651712774e+01
1.6115956905e-04,5.7397503310e-05,1.6395566070e+01,-7.1710557679e+00,-1.6506940164e+01,3.1082461437e+01,1.7889780431e+01,-1.8001154525e+01,1.7889786039e+01,1.8001154525e+01
-2.5493578502e-04,4.2949485666e-05,7.4428017278e+01,4.5485342902e+01,-1.5845679506e+01,1.1098424940e+02,9.3367955155e+01,-3.4785617383e+01,9.3367955155e+01,3.4785617383e+01
-1.5750046829e-04,8.2133218354e-05,2.3514690128e+01,1.7585523241e+01,-3.1256472649e+01,5.6368685452e+01,2.8673584459e+01,-3.6415366981e+01,2.8673584462e+01,3.6415366981e+01
-1.5830434453e-04,8.4206566213e-05,2.0666540725e+01,1.7361179378e+01,-3.0839511593e+01,5.3792761097e+01,2.5970779666e+01,-3.6143750534e+01,2.5970779652e+01,3.6143750534e+01
-1.6110258217e-04,8.4410716650e-05,1.9908925619e+01,1.7749730199e+01,-3.0498281096e+01,5.3390963600e+01,2.5530609468e+01,-3.6119964945e+01,2.5530609453e+01,3.6119964945e+01
-1.5909731117e-04,8.6296036894e-05,1.7883184801e+01,1.7116327089e+01,-3.0440431988e+01,5.1284178111e+01,2.3330310445e+01,-3.5887557631e+01,2.3330310500e+01,3.5887557631e+01
-1.6187405733e-04,8.6509225553e-05,1.7114424056e+01,1.7474783447e+01,-3.0108404498e+01,5.0876124899e+01,2.2876354185e+01,-3.5870334627e+01,2.2876354239e+01,3.5870334627e+01
-1.5988186838e-04,8.8401392185e-05,1.5164447284e+01,1.6851708789e+01,-3.0060085733e+01,4.8843355991e+01,2.0751905505e+01,-3.5647543954e+01,2.0751905305e+01,3.5647543954e+01
-1.6263746177e-04,8.8623621331e-05,1.4385975157e+01,1.7179705160e+01,-2.9738204680e+01,4.8429550160e+01,2.0284699060e+01,-3.5636928583e+01,2.0284698873e+01,3.5636928583e+01
